0.01,22
0.011,3
0.012,1
0.013,0
0.014,0
0.015,2
0.016,2
0.017,0
0.02,1
0.021,0
0.022,0
0.023,1
0.024,2
0.025,1
0.026,0
0.027,1
0.028,0
0.029,0
0.03,2
0.031,0
0.032,1
0.033,0
0.034,0
0.035,0
0.036,0
0.037,0
0.038,1
0.039,0
0.041,0
0.042,0
0.043,0
0.044,1
0.045,1
0.046,0
0.048,0
0.049,0
0.05,0
0.051,0
0.052,1
0.053,0
0.054,0
0.056,1
0.057,0
0.058,0
0.059,0
0.061,0
0.063,0
0.064,0
0.065,0
0.067,0
0.068,1
0.069,0
0.07,0
0.071,0
0.072,1
0.074,1
0.076,0
0.077,0
0.079,0
0.08,0
0.081,0
0.082,0
0.083,0
0.084,0
0.085,0
0.087,0
0.088,0
0.09,0
0.091,1
0.092,1
0.093,0
0.094,0
0.095,0
0.097,0
0.1,4
