1.0,0
1.05,1
1.07,0
1.1,0
1.11,0
1.13,0
1.16,0
1.18,0
1.21,0
1.24,0
1.26,0
1.27,0
1.34,1
1.35,0
1.38,0
1.4,1
1.45,0
1.47,0
1.48,0
1.49,0
1.5,1
1.52,0
1.59,0
1.64,0
1.69,0
1.7,0
1.72,0
1.73,0
1.75,0
1.77,0
1.78,0
1.8,0
1.83,0
1.9,1
1.93,1
1.94,1
1.95,0
1.96,0
1.97,0
1.99,0
2.0,0
2.01,0
2.02,0
2.03,0
2.05,0
2.06,0
2.09,0
2.11,1
2.12,1
2.14,1
2.16,0
2.17,1
2.19,1
2.21,0
2.22,0
2.23,0
2.28,0
2.33,1
2.34,0
2.37,0
2.41,0
2.52,0
2.55,1
2.56,1
2.59,1
2.6,1
2.61,0
2.65,0
2.66,0
2.67,1
2.71,0
2.72,0
2.75,1
2.8,0
2.82,1
2.87,0
2.89,0
2.9,0
2.95,1
2.98,1
2.99,0
3.01,1
3.02,1
3.05,0
3.07,1
3.09,0
3.1,0
3.13,1
3.18,1
3.2,0
3.25,0
3.29,1
3.35,1
3.36,0
3.38,0
3.4,1
3.42,0
3.43,0
3.44,0
3.45,1
3.49,0
3.5,1
3.57,0
3.59,0
3.67,0
3.75,0
3.76,0
3.8,0
3.83,0
3.84,1
3.85,0
3.86,1
3.89,0
3.9,1
3.96,0
4.04,2
4.05,0
4.07,0
4.08,1
4.15,0
4.22,1
4.26,1
4.31,0
4.32,0
4.36,1
4.44,0
4.46,1
4.48,0
4.5,1
4.55,1
4.62,1
4.63,0
4.67,0
4.79,0
4.81,0
4.84,0
4.91,0
4.96,0
4.99,1
5.0,7
