1.0,6
1.05,0
1.07,0
1.1,1
1.11,0
1.13,0
1.16,0
1.18,1
1.21,0
1.24,0
1.26,1
1.27,1
1.34,0
1.35,0
1.38,0
1.4,1
1.45,1
1.47,0
1.48,0
1.49,0
1.5,0
1.52,1
1.59,1
1.64,0
1.69,1
1.7,0
1.72,1
1.73,0
1.75,2
1.77,1
1.78,0
1.8,1
1.83,0
1.9,0
1.93,0
1.94,0
1.95,0
1.96,0
1.97,0
1.99,0
2.0,0
2.01,1
2.02,0
2.03,0
2.05,0
2.06,0
2.09,2
2.11,0
2.12,1
2.14,0
2.16,0
2.17,1
2.19,0
2.21,1
2.22,0
2.23,0
2.28,0
2.33,0
2.34,1
2.37,1
2.41,1
2.52,0
2.55,0
2.56,1
2.59,0
2.6,1
2.61,0
2.65,1
2.66,0
2.67,0
2.71,1
2.72,0
2.75,0
2.8,0
2.82,0
2.87,0
2.89,0
2.9,1
2.95,0
2.98,0
2.99,0
3.01,0
3.02,0
3.05,0
3.07,0
3.09,0
3.1,0
3.13,1
3.18,0
3.2,0
3.25,1
3.29,0
3.35,0
3.36,0
3.38,0
3.4,1
3.42,0
3.43,0
3.44,0
3.45,0
3.49,0
3.5,0
3.57,1
3.59,0
3.67,0
3.75,1
3.76,0
3.8,0
3.83,0
3.84,0
3.85,1
3.86,0
3.89,0
3.9,0
3.96,0
4.04,0
4.05,0
4.07,0
4.08,0
4.15,0
4.22,0
4.26,1
4.31,1
4.32,1
4.36,0
4.44,0
4.46,0
4.48,1
4.5,0
4.55,1
4.62,1
4.63,0
4.67,0
4.79,0
4.81,1
4.84,0
4.91,0
4.96,0
4.99,0
5.0,6
