0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,1
0.19,1
0.2,1
0.21,0
0.22,0
0.23,1
0.24,0
0.25,0
0.26,1
0.27,0
0.28,1
0.29,1
0.3,0
0.31,1
0.32,1
0.33,2
0.34,0
0.35,0
0.36,1
0.37,0
0.38,0
0.39,1
0.4,0
0.43,1
0.44,0
0.45,0
0.47,2
0.48,1
0.49,0
0.5,2
0.51,2
0.52,1
0.53,1
0.54,2
0.55,1
0.56,0
0.58,0
0.59,0
0.61,1
0.62,1
0.63,0
0.65,2
0.66,0
0.69,1
0.7,1
0.72,0
0.73,0
0.74,0
0.75,1
0.76,0
0.77,1
0.78,0
0.8,1
0.81,0
0.83,0
0.84,1
0.85,1
0.86,0
0.87,0
0.88,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,1
0.96,2
0.97,1
0.98,0
1.0,12
