0.01,9
0.011,1
0.012,1
0.013,0
0.014,2
0.015,0
0.016,0
0.017,0
0.02,0
0.021,2
0.022,0
0.023,0
0.024,0
0.025,1
0.026,3
0.027,0
0.028,3
0.029,1
0.03,1
0.031,2
0.032,0
0.033,0
0.034,0
0.035,0
0.036,0
0.037,1
0.038,2
0.039,1
0.041,0
0.042,1
0.043,1
0.044,2
0.045,0
0.046,0
0.048,1
0.049,0
0.05,1
0.051,0
0.052,0
0.053,0
0.054,0
0.056,1
0.057,0
0.058,0
0.059,1
0.061,1
0.063,0
0.064,1
0.065,0
0.067,0
0.068,1
0.069,0
0.07,2
0.071,1
0.072,0
0.074,0
0.076,0
0.077,0
0.079,1
0.08,1
0.081,0
0.082,0
0.083,1
0.084,2
0.085,0
0.087,0
0.088,1
0.09,1
0.091,0
0.092,0
0.093,0
0.094,0
0.095,0
0.097,0
0.1,2
