0.01,6
0.011,1
0.012,0
0.013,0
0.014,1
0.015,2
0.016,0
0.017,1
0.02,1
0.021,0
0.022,0
0.023,0
0.024,2
0.025,2
0.026,0
0.027,0
0.028,1
0.029,2
0.03,0
0.031,0
0.032,3
0.033,1
0.034,1
0.035,1
0.036,1
0.037,0
0.038,0
0.039,1
0.041,0
0.042,1
0.043,0
0.044,0
0.045,1
0.046,0
0.048,1
0.049,0
0.05,2
0.051,1
0.052,1
0.053,3
0.054,0
0.056,2
0.057,1
0.058,0
0.059,0
0.061,0
0.063,0
0.064,0
0.065,2
0.067,0
0.068,0
0.069,0
0.07,0
0.071,0
0.072,0
0.074,0
0.076,0
0.077,1
0.079,1
0.08,1
0.081,1
0.082,0
0.083,0
0.084,0
0.085,1
0.087,0
0.088,1
0.09,0
0.091,0
0.092,0
0.093,1
0.094,0
0.095,0
0.097,1
0.1,3
